GA Attribution Campaign,GA Attribution Channel,GA Attribution Medium,Orders Order ID,Orders User ID,Orders Placed Date,Order Products Product ID,Order Skus ID,Contacts Contact ID,Users Is User Account Created (Yes / No),Orders Net Revenue,Contacts Email Domain,Order Products Product Name,Order Products Merchandising Category,Order Products First Tier Derpartment Name,Order Products Primary Department Name,Order Products Show on Product Page Tag Names,Order Products Show on Search Page Tag Names,Order Products Is Product Active (Yes / No),Order Skus Packaging Type,GA Attribution Source,Orders Shipping Fee Amount,Orders Unique Merchandising Category Name,Orders Billed to City,Orders Billed to State Prov,Orders Billed to Country Code,Order Skus List Price,Order Skus After Discount Price,Order Skus Before Discount Price,Contacts First Subscribed Date,Contacts First Subscribed Time,Orders Placed Time,Orders Is Placed Day Holiday (Yes / No),Order Skus Discount,Orders Canceled Date,Order Skus Weight,KW Skus Data Net Weight,Order Skus Packaging Type Code,Gifting Is Gift (Yes / No),Orders Discount Fee Amount,KW Skus Data Meltable (Yes / No),Orders Total New Order Revenue,Order Skus Count of Pieces,Order Skus Gross Profit,Accrued Gross Margin,Accrued Product Cost,Shipments Total Shipping Revenue,Order Skus Total Raw Material Cost,Order Skus Total Packaging Cost,Shipments Total Heat Resistant Packaging Cost,Order Skus Total Filling Labor Cost,Accrued Direct Labor Fulfillment Cost,Accrued Direct Labor Support Cost,Accrued Direct Labor Others Cost,Accrued Indirect Labor Cost,Accrued Freight Out Cost,Accrued Credit Card Processing Fee,Accrued Others Cost,Shipments Total Actual Carrier Cost,Orders Total Shipping Carrier Fees
,,,12866031,1764251,2022-04-13,1050,1050-01,814727,Yes,33.54,icloud.com,Dried Pears,Dried Fruit,Dried Fruit,Pears,"certified gluten-free,no sugar added,gluten-free,kosher pareve,kosher","dried fruit,certified gluten-free,no sugar added,gluten-free,kosher pareve,kosher,snacks",Yes,Medium 1 Pound Bag,,6.99,"Dried Fruit,Nuts",Los angeles,CA,US,11.99,11.39,11.99,2016-01-23,2016-01-23 18:14:08,2022-04-13 05:03:07,No,-0.6,,1,1,M,No,0,No,0,1,11.39,32.841034,0,6.99,0,0.08,0,0.618966,0,0,0,0,0,0,0,0,6.42
BPA - General - Cooking & Baking,bing,cpc,12866579,,2022-04-13,8479,8479-01,95513,No,42.96,yahoo.com,Organic Moringa Powder,Powders,Cooking,Moringa Powder,"organic,gluten-free,mood boosting,powders,superfoods,immunity boosting,performance boosting,beauty","organic,gluten-free,best sellers,mood boosting,paleo,powders,superfoods,immunity boosting,performance boosting,natural,beauty",Yes,Large 1 Pound Bag,bing,6.99,"Cooking,Powders",Shipensburg,PA,US,17.99,17.99,17.99,2015-02-06,2015-02-06 20:09:10,2022-04-13 09:03:32,No,0,,1,1,L,No,0,No,0,1,17.99,41.602068,0,6.99,0,0.12,0,1.237932,0,0,0,0,0,0,0,0,8.51
(not set),,(none),12867145,2241214,2022-04-13,5045,5045-01,3368354,Yes,65.94,aol.com,Malted Milk Balls (Low Sugar),Chocolates & Sweets,Chocolates & Sweets,Malted Milk Balls,"sweet,brown candy,malt","sweet,malt,chocolates & sweets",Yes,Medium 1 Pound Bag,(direct),0,"Dried Fruit,Chocolates & Sweets,Snacks",Palm Desert,CA,US,11.99,11.99,11.99,2020-08-03,2020-08-03 11:00:12,2022-04-13 10:55:03,No,0,,1,1,M,No,0,Yes,0,1,11.99,65.241034,0,0,0,0.08,0,0.618966,0,0,0,0,0,0,0,0,6.71
2022-04-12-Easter-Hosting-RU_DTC_1,,email,12866463,969331,2022-04-13,8470,8470-01,612550,Yes,86.87,yahoo.com,Spring Yogurt Pretzels,Snacks,Chocolates & Sweets,Pretzels,"salted,kosher dairy,pretzels,kosher,sweet,yogurt covered","salted,chocolates & sweets,kosher dairy,kosher,sweet,yogurt covered",Yes,Large Black Bag,Iterable,0,"Dried Fruit,Chocolates & Sweets,Snacks,Nuts",Brooklyn,NY,US,6.99,6.99,6.99,2015-07-12,2015-07-12 18:54:40,2022-04-13 08:26:12,No,0,,1,1,LB,No,0,Yes,0,1,6.99,86.111034,0,0,0,0.14,0,0.618966,0,0,0,0,0,0,0,0,5.52
(not set),,(none),12866352,69435,2022-04-13,7012,7012-25,23630,Yes,104.73,optonline.net,Raw Sunflower Seeds (No Shell),Seeds,Snacks,Sunflower Seeds,"kosher pareve,kosher,raw,seeds,sunflower seeds,certified gluten-free,gluten-free,salt-free","nuts,snacks,paleo,kosher pareve,kosher,out of shell,raw,baking,nuts and seeds,seeds,natural,sprouting,certified gluten-free,gluten-free,salt-free",Yes,Durey Libby box,(direct),0,"Nuts,Seeds",Medford,NY,US,79.75,79.75,79.75,2016-02-20,2016-02-20 12:15:01,2022-04-13 07:33:37,No,0,,25,25,DL,No,0,No,0,1,79.75,101.135169,0,0,0,0.5,0,3.094831,0,0,0,0,0,0,0,0,7.55
(not set),,(none),12866350,1628563,2022-04-13,4107,4107-01,2946570,Yes,64.94,msn.com,Organic Dry-Roasted Cashews (Unsalted),Nuts,Nuts,Cashews,"dry roasted,certified gluten-free,kosher pareve,gluten-free,roasted,toasted,salt-free,kosher,organic","dry roasted,certified gluten-free,nuts,kosher pareve,unsalted,out of shell,gluten-free,roasted,toasted,nuts and seeds,salt-free,kosher,organic",Yes,Medium 1 Pound Bag,(direct),0,"Nuts,Seeds",,,,15.99,15.99,15.99,2020-01-25,2020-01-25 19:31:44,2022-04-13 07:32:24,No,0,,1,1,M,No,0,No,0,3,47.97,63.771551,0,0,0,0.24,0,0.928449,0,0,0,0,0,0,0,0,0
,,,12866179,174701,2022-04-13,7442,7442-01,90055,Yes,48.74,wildflowerconfections.com,Cheddar Whale Crackers,Snacks,Snacks,Crackers,"sugar-free,cheese (flavor)","sugar-free,snacks,cheese (flavor)",Yes,Large Black Bag,,6.99,"Snacks,Nuts,Chocolates & Sweets",Darby,MT,US,4.99,4.74,4.99,,,2022-04-13 05:05:25,No,-0.25,,1,1,LB,No,0,No,0,1,4.74,47.981034,0,6.99,0,0.14,0,0.618966,0,0,0,0,0,0,0,0,10.15
,,,12867056,1507122,2022-04-13,8285,8285-01,2668728,Yes,101.89,gmail.com,Peanut Butter Stock,Nuts,Nuts,Peanuts,"kosher,flour and meal","nuts and seeds,kosher,nuts,flour and meal",Yes,Medium 1 Pound Bag,,0,"Dried Fruit,Nuts,Chocolates & Sweets",Murphy,NC,US,3.99,3.99,3.99,2019-05-09,2019-05-09 14:43:27,2022-04-13 10:40:46,No,0,,1,1,M,No,0,No,0,2,7.98,100.492068,0,0,0,0.16,0,1.237932,0,0,0,0,0,0,0,0,13.65
(not set),,(none),12867362,586049,2022-04-13,2008,2008-01,322485,Yes,64.94,rushmore.com,Jumbo Raw Peanuts (In Shell),Nuts,Nuts,Peanuts,"gluten-free,certified gluten-free,virginia,raw,in shell,keto,salt-free","gluten-free,certified gluten-free,nuts and seeds,virginia,raw,natural,in shell,keto,vegan,nuts,salt-free,snacks,sprouting,jumbo,best sellers",Yes,Large Black Bag,(direct),0,"Nuts,Cooking",Belle Fourche,SD,US,3.99,3.99,3.99,,,2022-04-13 11:24:16,No,0,,1,1,LB,No,0,No,0,2,7.98,63.422067999999996,0,0,0,0.28,0,1.237932,0,0,0,0,0,0,0,0,11.5
,,,12865978,164096,2022-04-13,8200,8200-05,609345,Yes,128.1,skinapeel.com,Organic Trail Mix,Snacks,Snacks,Trail Mix,"organic,salt-free,seeds,kosher,kosher pareve","organic,salt-free,snacks,seeds,vegan,kosher,kosher pareve,unsalted",Yes,White 5 Pound Bag,,0,Snacks,Boca Raton,FL,US,49.95,42.7,44.95,2015-07-08,2015-07-08 16:04:13,2022-04-13 05:02:16,No,-2.25,,5,5,W,No,0,No,0,3,128.1,123.786203,0,0,0,0.6,0,3.713797,0,0,0,0,0,0,0,0,9.99
2022-04-13-April-Monthly-Gifting_DTC_1,,email,12867253,2485956,2022-04-13,2010,2010-05,1454161,Yes,36.04,aol.com,English Walnuts (In Shell),Nuts,Nuts,Walnuts,"kosher,certified gluten-free,keto,gluten-free,kosher pareve,in shell,salt-free","best sellers,kosher,unsalted,certified gluten-free,keto,nuts,natural,gluten-free,kosher pareve,snacks,nuts and seeds,sprouting,in shell,salt-free,paleo",Yes,Brown 5 Pound Bag,Iterable,6.99,Nuts,Charlottesville,VA,US,29.95,29.05,29.05,2020-06-22,2020-06-22 23:36:46,2022-04-13 11:11:32,No,0,,5,5,B,No,0,No,0,1,29.05,34.602067999999996,0,6.99,0,0.2,0,1.237932,0,0,0,0,0,0,0,0,6.99
(not set),,(none),12866874,446390,2022-04-13,4003,4003-01,240481,Yes,251.68,protonmail.com,Roasted Cashews (Salted),Nuts,Nuts,Cashews,"salted,certified gluten-free,gluten-free,kosher,sugar-free,roasted,kosher pareve","whole 30,salted,nuts and seeds,out of shell,certified gluten-free,gluten-free,decadent,nuts,paleo,kosher,snacks,best sellers,sugar-free,roasted,vegan,oil roasted,kosher pareve",Yes,Medium 1 Pound Bag,(direct),0,"Cooking,Nuts,Chocolates & Sweets,Powders",New York,NY,US,13.99,13.99,13.99,2019-10-29,2019-10-29 10:38:36,2022-04-13 10:15:10,No,0,,1,1,M,No,0,No,0,3,41.97,250.511551,0,0,0,0.24,0,0.928449,0,0,0,0,0,0,0,0,13.06
(not set),,(none),12867122,1150837,2022-04-13,8460,8460-01,1206215,Yes,84.9,gmail.com,"Organic Domestic Sunflower Seeds (Raw, No Shell)",Seeds,Snacks,Sunflower Seeds,"raw,sunflower seeds,salt-free,organic,kosher,gluten-free,toppings,certified gluten-free,kosher pareve,seeds","natural,raw,vegan,nuts,unsalted,paleo,salt-free,organic,snacks,kosher,gluten-free,out of shell,baking,toppings,nuts and seeds,sprouting,certified gluten-free,kosher pareve,seeds",Yes,Medium 1 Pound Bag,(direct),0,"Cooking,Seeds",New York,NY,US,6.99,6.99,6.99,2017-04-07,2017-04-07 19:34:34,2022-04-13 10:51:09,No,0,,1,1,M,No,0,No,0,1,6.99,84.51051700000001,0,0,0,0.08,0,0.309483,0,0,0,0,0,0,0,0,5.08
GSN - General - roasB|Cooking & Baking,google,cpc,12866457,450265,2022-04-13,3104,3104-05,242519,Yes,164.8,yahoo.com,"Organic Almonds (Raw, No Shell)",Nuts,Nuts,Almonds,"organic,raw,kosher,gluten-free,kosher pareve,certified gluten-free,salt-free","sprouting,organic,paleo,best sellers,baking,whole nuts,raw,nuts and seeds,kosher,gluten-free,whole 30,natural,kosher pareve,out of shell,snacks,vegan,certified gluten-free,nuts,salt-free",Yes,White 5 Pound Bag,google,0,"Dried Fruit,Nuts",,,,79.95,77.55,77.55,,,2022-04-13 08:23:50,No,0,,5,5,W,No,0,No,0,1,77.55,163.36206800000002,0,0,0,0.2,0,1.237932,0,0,0,0,0,0,0,0,9.82
2022-04-13-Easter-Gifts-10-Off_DTC_1,,email,12867455,1813349,2022-04-13,5367,5367-01,3099347,Yes,91.03,comcast.net,Jelly Belly 49 Flavors,Chocolates & Sweets,Chocolates & Sweets,Jelly Beans,"gluten-free,sweet,kosher pareve,jelly belly,kosher,fruity,rainbow candy,old time candy","gluten-free,sweet,kosher pareve,chocolates & sweets,jelly belly,assorted (flavor),kosher,fruity,old time candy",Yes,Small 1 Pound Bag,Iterable,0,"Nuts,Chocolates & Sweets",,,,10.99,10.99,10.99,2020-05-20,2020-05-20 00:50:34,2022-04-13 11:35:13,No,0,,1,1,S,No,-2.9,No,0,1,10.99,90.351034,0,0,0,0.06,0,0.618966,0,0,0,0,0,0,0,0,5.08
,,,12866305,1112166,2022-04-13,2008,2008-01,1143345,Yes,164.87,yahoo.com,Jumbo Raw Peanuts (In Shell),Nuts,Nuts,Peanuts,"gluten-free,certified gluten-free,virginia,raw,in shell,keto,salt-free","gluten-free,certified gluten-free,nuts and seeds,virginia,raw,natural,in shell,keto,vegan,nuts,salt-free,snacks,sprouting,jumbo,best sellers",Yes,Large Black Bag,,0,"Dried Fruit,Nuts",New York,NY,US,3.99,3.99,3.99,2017-01-03,2017-01-03 11:39:17,2022-04-13 06:54:23,No,0,,1,1,LB,No,0,No,0,1,3.99,164.11103400000002,0,0,0,0.14,0,0.618966,0,0,0,0,0,0,0,0,5.37
,,,12866136,1803480,2022-04-13,4106,4106-01,3430387,Yes,114.86,gmail.com,Organic Dry Roasted Cashews (Salted),Nuts,Nuts,Cashews,"kosher pareve,salted,dry roasted,certified gluten-free,kosher,roasted,toasted,organic,gluten-free","kosher pareve,salted,nuts,whole 30,dry roasted,paleo,certified gluten-free,vegan,kosher,cooking,roasted,toasted,nuts and seeds,organic,snacks,out of shell,gluten-free",Yes,Medium 1 Pound Bag,,0,"Dried Fruit,Cooking,Nuts",Palmetto,FL,US,15.99,15.19,15.99,2020-08-18,2020-08-18 10:41:45,2022-04-13 05:04:46,No,-0.8,,1,1,M,No,0,No,0,1,15.19,114.470517,0,0,0,0.08,0,0.309483,0,0,0,0,0,0,0,0,6.15
,,,12865909,1086229,2022-04-13,5502,5502-01,1037677,Yes,43.06,gmail.com,Organic Dark Chocolate Covered Almonds,Nuts,Nuts,Almonds,"organic,chocolate,chocolate covered,dark chocolate,dipped & dusted","organic,chocolate,chocolates & sweets,nuts,best sellers,chocolate covered,dark chocolate,nuts and seeds,eco-friendly,dipped & dusted",Yes,Small 1 Pound Bag,,6.99,Nuts,Lexington,MA,US,16.99,16.14,16.99,2016-10-19,2016-10-19 08:42:23,2022-04-13 05:01:13,No,-0.85,,1,1,S,No,0,Yes,0,1,16.14,42.690517,0,6.99,0,0.06,0,0.309483,0,0,0,0,0,0,0,0,6.33
,,,12867038,1360931,2022-04-13,8473,8473-05,2429875,Yes,134.28,gmail.com,Roasted Almonds (50% Less Salt),Nuts,Nuts,Almonds,"kosher pareve,roasted,kosher,gluten-free,certified gluten-free","nuts and seeds,nuts,best sellers,50% less salt,kosher pareve,roasted,kosher,oil roasted,gluten-free,certified gluten-free,out of shell,whole nuts",Yes,White 5 Pound Bag,,0,"Nuts,Chocolates & Sweets",Buffalo,NY,US,49.95,48.45,48.45,2019-06-24,2019-06-24 12:37:58,2022-04-13 10:38:40,No,0,,5,5,W,No,0,No,0,1,48.45,132.842068,0,0,0,0.2,0,1.237932,0,0,0,0,0,0,0,0,6.49
(not set),,(none),12866953,,2022-04-13,4026,4026-01,1178775,No,98.92,aol.com,Roasted Almonds (Salted),Nuts,Nuts,Almonds,"kosher,gluten-free,roasted,salted,kosher pareve,certified gluten-free","kosher,gluten-free,snacks,roasted,nuts,salted,whole nuts,kosher pareve,vegan,oil roasted,certified gluten-free,nuts and seeds,out of shell",Yes,Medium 1 Pound Bag,(direct),0,"Dried Fruit,Nuts",Eastampton,NJ,US,9.99,9.99,9.99,2017-02-22,2017-02-22 19:50:54,2022-04-13 10:27:08,No,0,,1,1,M,No,0,No,0,1,9.99,98.530517,0,0,0,0.08,0,0.309483,0,0,0,0,0,0,0,0,5.08
,,,12867137,862110,2022-04-13,4034,4034-01,560694,Yes,78.95,yahoo.com,Roasted Walnuts (Unsalted),Nuts,Nuts,Walnuts,"certified gluten-free,kosher,kosher pareve,roasted,keto,salt-free,gluten-free","certified gluten-free,nuts,unsalted,kosher,out of shell,brewing,kosher pareve,vegan,roasted,keto,paleo,oil roasted,salt-free,gluten-free,whole 30,nuts and seeds",Yes,Medium 1 Pound Bag,,0,"Nuts,Dried Fruit",Naples,FL,US,12.99,12.99,12.99,2015-04-21,2015-04-21 16:21:40,2022-04-13 10:53:32,No,0,,1,1,M,Yes,0,No,0,1,12.99,78.560517,0,0,0,0.08,0,0.309483,0,0,0,0,0,0,0,0,12.65
,,,12865905,1173339,2022-04-13,4003,4003-01,2154960,Yes,33.57,gmail.com,Roasted Cashews (Salted),Nuts,Nuts,Cashews,"salted,certified gluten-free,gluten-free,kosher,sugar-free,roasted,kosher pareve","whole 30,salted,nuts and seeds,out of shell,certified gluten-free,gluten-free,decadent,nuts,paleo,kosher,snacks,best sellers,sugar-free,roasted,vegan,oil roasted,kosher pareve",Yes,Medium 1 Pound Bag,,6.99,Nuts,Miami,FL,US,13.99,13.29,13.99,2020-01-26,2020-01-26 00:46:38,2022-04-13 05:01:08,No,-0.7,,1,1,M,No,0,No,0,2,26.58,32.791034,0,6.99,0,0.16,0,0.618966,0,0,0,0,0,0,0,0,5.71
(not set),,(none),12866733,1649055,2022-04-13,1164,1164-01,2893729,Yes,66.92,yahoo.com,Diced Fruit Medley,Dried Fruit,Dried Fruit,Mixed Fruit,"diced fruit,kosher,certified gluten-free,gluten-free,kosher pareve","diced,diced fruit,kosher,certified gluten-free,gluten-free,kosher pareve,dried fruit",Yes,Medium 1 Pound Bag,(direct),0,"Dried Fruit,Seeds,Snacks",Carrboro,NC,US,9.99,9.99,9.99,2019-11-30,2019-11-30 21:59:52,2022-04-13 09:42:46,No,0,,1,1,M,No,0,No,0,1,9.99,66.221034,0,0,0,0.08,0,0.618966,0,0,0,0,0,0,0,0,7.78
,,,12866305,1112166,2022-04-13,3013,3013-01,1143345,Yes,164.87,yahoo.com,Raw Macadamia Nuts,Nuts,Nuts,Macadamia Nuts,"certified gluten-free,kosher,salt-free,gluten-free,kosher pareve,raw","certified gluten-free,natural,kosher,out of shell,nuts,baking,vegan,nuts and seeds,salt-free,paleo,sprouting,gluten-free,whole 30,unsalted,kosher pareve,best sellers,raw",Yes,Medium 1 Pound Bag,,0,"Dried Fruit,Nuts",New York,NY,US,21.99,21.99,21.99,2017-01-03,2017-01-03 11:39:17,2022-04-13 06:54:23,No,0,,1,1,M,No,0,No,0,1,21.99,164.480517,0,0,0,0.08,0,0.309483,0,0,0,0,0,0,0,0,5.37
,,,12866238,,2022-04-13,2139,2139-01,3884255,No,70.94,yahoo.com,Toasted Hemp Seeds (Salted),Seeds,Cooking,Hemp Seeds,"seeds,salted","seeds,baking,salted",Yes,Medium 1 Pound Bag,,0,"Seeds,Nuts,Dried Fruit",Fleetwood,NC,US,5.99,5.99,5.99,2022-04-13,2022-04-13 05:25:47,2022-04-13 05:26:09,No,0,,1,1,M,No,0,No,0,1,5.99,70.241034,0,0,0,0.08,0,0.618966,0,0,0,0,0,0,0,0,0
(not set),,(none),12866311,592066,2022-04-13,7219,7219-01,606699,Yes,181.12,hotmail.com,10 Grain Cereal,Cooking,Cooking,Multigrain,"raw,kosher,kosher pareve,grains","raw,kosher,kosher pareve,grains,natural,cooking,baking",Yes,Small 1 Pound Bag,(direct),0,"Powders,Cooking,Chocolates & Sweets,Baking,Seeds",Tazewell,TN,US,3.99,3.99,3.99,2015-07-05,2015-07-05 20:43:44,2022-04-13 07:01:29,No,0,,1,1,S,No,0,No,0,1,3.99,180.441034,0,0,0,0.06,0,0.618966,0,0,0,0,0,0,0,0,30.85
,,,12866147,1642589,2022-04-13,2557,2557-12,2983079,Yes,20.27,gmail.com,Kettle Popcorn,Snacks,Snacks,Popcorn,"sweet,salty","snacks,sweet,salty",Yes,White 5 Pound Bag,,6.99,"Snacks,Nuts",Folsom,CA,US,7.99,7.59,7.99,2020-03-10,2020-03-10 19:36:17,2022-04-13 05:04:55,No,-0.4,,0.75,0.75,W,No,0,No,0,1,7.59,19.621033999999998,0,6.99,0,0.03,0,0.618966,0,0,0,0,0,0,0,0,5.67
(not set),,(none),12867254,133303,2022-04-13,7569,7569-01,58364,Yes,164.87,gmail.com,Organic Chia Seeds,Seeds,Cooking,Chia Seeds,"kosher,raw,superfoods,gluten-free,kosher pareve,powders,organic,seeds","kosher,raw,superfoods,natural,gluten-free,paleo,kosher pareve,powders,organic,seeds",Yes,Small 1 Pound Bag,(direct),0,"Dried Fruit,Powders,Seeds,Snacks",Birmingham,AL,US,7.99,7.99,7.99,2020-11-15,2020-11-15 16:25:52,2022-04-13 11:11:34,No,0,,1,1,S,No,0,No,0,1,7.99,164.191034,0,0,0,0.06,0,0.618966,0,0,0,0,0,0,0,0,9.82
(not set),,(none),12867742,1294882,2022-04-13,4003,4003-05,2372029,Yes,214.7,cornerstone.com,Roasted Cashews (Salted),Nuts,Nuts,Cashews,"salted,certified gluten-free,gluten-free,kosher,sugar-free,roasted,kosher pareve","whole 30,salted,nuts and seeds,out of shell,certified gluten-free,gluten-free,decadent,nuts,paleo,kosher,snacks,best sellers,sugar-free,roasted,vegan,oil roasted,kosher pareve",Yes,White 5 Pound Bag,(direct),0,"Snacks,Nuts",San Francisco,CA,US,69.95,67.85,67.85,2019-07-30,2019-07-30 10:26:28,2022-04-13 12:07:06,No,0,,5,5,W,No,0,No,0,1,67.85,213.262068,0,0,0,0.2,0,1.237932,0,0,0,0,0,0,0,0,6.74
2022-02-04-February-TMOTM_ALL_1,,email,12865787,1233131,2022-04-13,5061,5061-01,2260954,Yes,90.93,hotmail.com,Cocoa Dusted Almonds,Nuts,Nuts,Almonds,"brown candy,kosher,dry roasted,dipped & dusted,kosher pareve,chocolate,dark chocolate","kosher,dry roasted,dipped & dusted,kosher pareve,nuts,chocolate,chocolates & sweets,nuts and seeds,out of shell,dark chocolate",Yes,Small 1 Pound Bag,Iterable,0,Nuts,,,,12.99,12.99,12.99,2017-12-15,2017-12-15 00:05:25,2022-04-13 02:22:32,No,0,,1,1,S,No,0,Yes,0,2,25.98,89.572068,0,0,0,0.12,0,1.237932,0,0,0,0,0,0,0,0,10.22
(not set),,(none),12866246,,2022-04-13,8413,8413-01,230538,No,205.76,kent.edu,Mixed Olives,Snacks,Snacks,Olives,"salty,keto","salty,paleo,snacks,vegan,whole 30,keto",Yes,Small 1 Pound Bag,(direct),0,"Snacks,Cooking,Nuts,Chocolates & Sweets",,,,4.99,4.99,4.99,2020-11-27,2020-11-27 22:29:39,2022-04-13 05:35:57,No,0,,0.55,0.55,S,Yes,0,No,0,1,4.99,205.108034,0,0,0,0.033,0,0.618966,0,0,0,0,0,0,0,0,7.67
(not set),,organic,12866441,199669,2022-04-13,5446,5446-05,105114,Yes,251.9,compass-usa.com,Mini M&M's� (Milk Chocolate),Chocolates & Sweets,Chocolates & Sweets,M&M's,"rainbow candy,toppings,M&Ms,kosher dairy,chocolate,kosher,milk chocolate,sweet","chocolates & sweets,toppings,M&Ms,kosher dairy,chocolate,baking,kosher,milk chocolate,sweet",Yes,White 5 Pound Bag,google,0,"Dried Fruit,Baking,Chocolates & Sweets",Colonia,NJ,US,39.95,38.75,38.75,,,2022-04-13 08:17:06,No,0,,5,5,W,No,0,Yes,0,1,38.75,250.46206800000002,0,0,0,0.2,0,1.237932,0,0,0,0,0,0,0,0,7.98
(not set),,(none),12866785,1459864,2022-04-13,2696,2696-04,2608556,Yes,140.84,gmail.com,On The Rocks� Cold Brew Coffee Cordials,Chocolates & Sweets,Chocolates & Sweets,Cordials,"chocolate,kosher dairy,coffee (flavor),liqueur (flavor),dark chocolate,kosher,sweet","chocolate,kosher dairy,coffee (flavor),liqueur (flavor),dark chocolate,new products,kosher,sweet,chocolates & sweets",Yes,Small 1 Pound Bag,(direct),0,"Snacks,Dried Fruit,Chocolates & Sweets,Nuts,Seeds",Pittsburgh,PA,US,4.99,4.99,4.99,,,2022-04-13 09:57:25,No,0,,0.25,0.25,S,No,0,Yes,0,1,4.99,139.58706800000002,0,0,0,0.015,0,1.237932,0,0,0,0,0,0,0,0,9.07
SEM Branded,google,cpc,12865559,979485,2022-04-13,5024,5024-01,810635,Yes,46.95,comcast.net,Sesame Crunch,Chocolates & Sweets,Chocolates & Sweets,Crunches,"sweet,kosher dairy,kosher","chocolates & sweets,sweet,kosher dairy,kosher",Yes,Medium 1 Pound Bag,google,6.99,"Nuts,Chocolates & Sweets",Colorado Springs,CO,US,9.99,9.99,9.99,2016-01-20,2016-01-20 01:03:38,2022-04-13 00:05:51,No,0,,1,1,M,No,0,Yes,0,1,7.29,46.251034000000004,0,6.99,2.7,0.08,0,0.618966,0,0,0,0,0,0,0,0,6.59
Similar Audience & Lapsed Users,criteo,cpc,12865621,725488,2022-04-13,7514,7514-01,434368,Yes,91.91,yahoo.com,Organic Maca Powder,Powders,Cooking,Organic Maca Powder,"stress reducing,kosher,superfoods,immunity boosting,raw,mood boosting,kosher pareve,performance boosting,organic,certified gluten-free,gluten-free,powders","stress reducing,kosher,superfoods,immunity boosting,raw,natural,mood boosting,kosher pareve,performance boosting,organic,certified gluten-free,paleo,gluten-free,best sellers,powders,vegan",Yes,Medium 1 Pound Bag,criteo,0,"Powders,Baking,Nuts,Snacks,Coffees & Teas,Cooking",,,,16.99,16.99,16.99,,,2022-04-13 00:28:13,No,0,,1,1,M,No,0,No,0,1,13.339999999999998,90.592068,0,0,3.66,0.08,0,1.237932,0,0,0,0,0,0,0,0,6.58
SEM Branded,google,cpc,12866356,180097,2022-04-13,2580,2580-01,899476,Yes,62.93,hotmail.com,Organic Sprouted Brown Rice,Cooking,Cooking,Rice,"kosher pareve,sprouted,organic,grains,gluten-free,kosher","kosher pareve,sprouted,organic,grains,cooking,baking,gluten-free,kosher",Yes,Small 1 Pound Bag,google,0,"Cooking,Nuts",Live Oak,FL,US,5.99,5.99,5.99,2016-05-03,2016-05-03 16:21:09,2022-04-13 07:37:02,No,0,,1,1,S,No,0,No,0,3,17.97,61.821551,0,0,0,0.18,0,0.928449,0,0,0,0,0,0,0,0,9.08
Similar Audience & Lapsed Users,criteo,cpc,12865621,725488,2022-04-13,2163,2163-01,434368,Yes,91.91,yahoo.com,Organic Ashwagandha Root Powder,Powders,Cooking,Herb & Root Powders,"organic,performance boosting,immunity boosting,powders,gluten-free,mood boosting,stress reducing","new products,organic,performance boosting,immunity boosting,natural,powders,best sellers,gluten-free,mood boosting,stress reducing",Yes,Small 1 Pound Bag,criteo,0,"Powders,Baking,Nuts,Snacks,Coffees & Teas,Cooking",,,,7.99,7.99,7.99,,,2022-04-13 00:28:13,No,0,,0.5,0.5,S,No,0,No,0,1,5.5,90.642068,0,0,2.5,0.03,0,1.237932,0,0,0,0,0,0,0,0,6.58
(not set),,(none),12866507,1576550,2022-04-13,5316,5316-01,2805038,Yes,68.92,yahoo.com,Carob Powder,Powders,Cooking,Cacao Powder,powders,"cooking,paleo,vegan,powders,whole 30,baking",Yes,Medium 1 Pound Bag,(direct),0,"Dried Fruit,Powders,Vitamins,Baking,Coffees & Teas",,,,4.99,4.99,4.99,2019-08-07,2019-08-07 18:17:41,2022-04-13 08:40:43,No,0,,1,1,M,No,0,No,0,1,4.99,67.602068,0,0,0,0.08,0,1.237932,0,0,0,0,0,0,0,0,5.08
,,,12867409,1046548,2022-04-13,4037,4037-01,965727,Yes,91.06,kopperschocolate.com,Roasted Hazelnuts / Filberts (Unsalted),Nuts,Nuts,Hazelnuts (Filberts),"certified gluten-free,gluten-free,hazelnuts,kosher pareve,salt-free,keto,filberts,kosher,roasted","nuts,certified gluten-free,gluten-free,oil roasted,vegan,whole 30,nuts and seeds,paleo,unsalted,kosher pareve,salt-free,out of shell,keto,kosher,roasted",Yes,Medium 1 Pound Bag,,0,"Nuts,Dried Fruit,Coffees & Teas",Union,NJ,US,13.99,13.99,13.99,2016-07-26,2016-07-26 13:33:01,2022-04-13 11:29:31,No,0,,1,1,M,No,-60.8,No,0,1,13.99,90.670517,0,0,0,0.08,0,0.309483,0,0,0,0,0,0,0,0,10.22
